id,stackoverflowid,githubid,twitterid,ghdup,twdup
33175,886390,1419169,311554594,f,f
33176,886402,20809,15605311,f,f
33177,886416,611210,157747811,f,f
33178,886421,995687,119427611,f,f
33179,886511,1910993,15301190,f,f
33180,886518,227587,14968652,f,f
33181,886532,1053929,2971551,f,f
33182,886588,846918,185563198,f,f
33183,886641,1074304,141285754,f,f
33184,886745,669889,276271074,f,f
33185,886789,836100,360104060,f,f
33186,886839,2588490,25339035,f,f
33187,886856,372131,16027073,f,f
33188,886865,944787,13356872,f,f
33189,886913,104912,2861951,f,f
33190,886915,905878,88500080,f,f
33191,886943,401030,127324255,f,f
33192,886949,197298,249297660,f,f
33193,887008,254018,23530469,f,f
33194,887031,121942,17368301,f,f
33195,887042,567200,20509163,f,f
33196,887078,632827,14604055,f,f
33197,887084,18397,128651947,f,f
33198,887108,6706189,412851302,f,f
33199,887220,460434,160269695,f,f
33200,887263,777188,53670794,f,f
33201,887290,648603,14065801,f,f
33202,887332,2138582,299607676,f,f
33203,887345,1140132,39214882,f,f
33204,887465,187567,27199854,f,f
33205,887495,725230,128651947,f,f
33206,887541,870864,292251194,f,f
33207,887573,225988,125986989,f,f
33208,887589,1481306,351298591,f,f
33209,887607,9867,34344158,f,f
33210,887684,214941,220432785,f,f
33211,887686,279060,8043262,f,f
33212,887712,1314980,351586309,f,f
33213,887778,238295,47080457,f,f
33214,887805,173158,24718744,f,f
33215,887826,1741316,49619891,f,f
33216,887891,2779099,2334498108,f,f
33217,887894,875363,25544995,f,f
33218,887933,128862,68357518,f,f
33219,888016,2437843,111299387,f,f
33220,888024,6008561,2207614386,f,f
33221,888067,30074,14008202,f,f
33222,888084,898773,275613794,f,f
33223,888150,567561,18399163,f,f
33224,888158,878542,23982860,f,f
33225,888162,11521,25569187,f,f
33226,888182,3273373,86887723,f,f
33227,888185,749121,18380379,f,f
33228,888211,591301,265979517,f,f
33229,888224,847052,495630740,f,f
33230,888255,1168397,327949698,f,f
33231,888350,2463585,73652834,f,f
33232,888361,419539,33027995,f,f
33233,888387,48661,2369231,f,f
33234,888454,292532,27910916,f,f
33235,888483,66286,801743,f,f
33236,888525,1282220,46104948,f,f
33237,888530,750149,46709756,f,f
33238,888583,749060,104530115,f,f
33239,888641,984857,278751167,f,f
33240,888741,5407479,136731658,f,f
33241,888767,848811,314482363,f,f
33242,888922,2979793,14368459,f,f
33243,888928,638816,61827776,f,f
33244,888975,142419,12076542,f,f
33245,889001,83444,14337485,f,f
33246,889039,86314,14147682,f,f
33247,889077,2139770,14614643,f,f
33248,889120,70093,6059682,f,f
33249,889192,246055,10932862,f,f
33250,889227,4269671,162094923,f,f
33251,889231,380073,14128908,f,f
33252,889233,246055,10932862,f,f
33253,889303,441406,439956965,f,f
33254,889362,60916,12450802,f,f
33255,889389,26912,891371,f,f
33256,889441,643364,342879638,f,f
33257,889549,4557,7948072,f,f
33258,889555,49082,10011762,f,f
33259,889576,987441,185526232,f,f
33260,889578,1004850,42816996,f,f
33261,889665,1573875,141342999,f,f
33262,889750,5238915,2344158385,f,f
33263,889776,292532,27910916,f,f
33264,889909,195580,41549537,f,f
33265,890031,40842,302122030,f,f
33266,890043,3888,1603877065,f,f
33267,890082,1884712,79699534,f,f
33268,890107,1244979,8094902,f,f
33269,890205,157878,15634564,f,f
33270,890214,36623,30020619,f,f
33271,890226,388745,184601342,f,f
33272,890308,1281173,31278212,f,f
33273,890311,861696,64878418,f,f
33274,890331,1360029,158234960,f,f
33275,890466,20105,409,f,f
33276,890513,1093545,31494877,f,f
33277,890528,1426751,19781838,f,f
33278,890535,887068,11387592,f,f
33279,890602,311179,1659201,f,f
33280,890693,810595,418942800,f,f
33281,890701,4502668,18213282,f,f
33282,890762,2266383,296676377,f,f
33283,890793,146497,20521445,f,f
33284,890814,1043670,69305908,f,f
33285,890815,869973,480335906,f,f
33286,890880,938388,252611845,f,f
33287,890935,6728367,6659932,f,f
33288,891012,961606,37629257,f,f
33289,891082,965388,289988070,f,f
33290,891129,539854,116353097,f,f
33291,891145,950759,230648626,f,f
33292,891186,1082148,57614791,f,f
33293,891301,690645,34586470,f,f
33294,891303,876758,217269805,f,f
33295,891306,1202996,32595017,f,f
33296,891339,1321403,79466448,f,f
33297,891340,943110,14541613,f,f
33298,891362,4016144,321266304,f,f
33299,891430,449792,259401771,f,f
33300,891465,829971,18758028,f,f
33301,891510,635785,97627228,f,f
33302,891514,3792,13779282,f,f
33303,891533,2216789,330094777,f,f
33304,891561,2128581,31439517,f,f
33305,891587,615487,84610501,f,f
33306,891615,3681260,378269324,f,f
33307,891641,1180555,373374575,f,f
33308,891662,4997334,49325610,f,f
33309,891691,996369,22255554,f,f
33310,891706,619174,365945138,f,f
33311,891809,1123716,14308251,f,f
33312,891821,455256,146526047,f,f
33313,891907,6241518,17733545,f,f
33314,891910,34273,7431822,f,f
33315,891934,3987280,41270880,f,f
33316,891967,292328,174218446,f,f
33317,891976,2963122,16035154,f,f
33318,892009,5190981,16036058,f,f
33319,892013,45646,21922974,f,f
33320,892033,1087320,28101193,f,f
33321,892063,346530,953653982,f,f
33322,892109,372073,16903988,f,f
33323,892162,338689,9756012,f,f
33324,892191,2752439,15184147,f,f
33325,892195,293906,123681993,f,f
33326,892206,5930659,282090559,f,f
33327,892243,87642,17590415,f,f
33328,892290,543702,66774253,f,f
33329,892292,1614075,23313177,f,f
33330,892313,463252,15196666,f,f
33331,892314,1896609,50864004,f,f
33332,892320,354485,14192843,f,f
33333,892344,806012,28298841,f,f
33334,892467,1028331,131684537,f,f
33335,892470,312541,116688960,f,f
33336,892496,135995,65193,f,f
33337,892506,780375,14101959,f,f
33338,892613,189833,198277363,f,f
33339,892666,28424,14113684,f,f
33340,892672,311979,332606743,f,f
33341,892674,216275,114694332,f,f
33342,892698,130494,16103025,f,f
33343,892809,4154362,612492134,f,f
33344,892815,5616153,47686067,f,f
33345,892865,5014550,17674923,f,f
33346,892879,315569,157522236,f,f
33347,892894,604962,87748177,f,f
33348,892895,97088,20733754,f,f
33349,892920,357176,21297643,f,f
33350,892954,798036,22967923,f,f
33351,892991,1744088,29128157,f,f
33352,893047,1205832,377503414,f,f
33353,893089,682295,6649382,f,f
33354,893090,898490,103431013,f,f
33355,893092,277465,132546030,f,f
33356,893099,1782629,19553284,f,f
33357,893104,501004,105185236,f,f
33358,893130,1946858,1459001342,f,f
33359,893161,800544,126740969,f,f
33360,893169,693851,228700257,f,f
33361,893240,1562244,314822261,f,f
33362,893242,77278,245791885,f,f
33363,893274,108486,138687864,f,f
33364,893359,69647,5917082,f,f
33365,893448,1370265,133653360,f,f
33366,893474,1431626,295240432,f,f
33367,893487,56939,18111776,f,f
33368,893498,709364,39617149,f,f
33369,893502,580832,136922267,f,f
33370,893519,183877,5878582,f,f
33371,893526,283819,225416199,f,f
33372,893527,887840,87063114,f,f
33373,893588,2057185,112981509,f,f
33374,893649,2616473,266982064,f,f
33375,893684,417020,38606249,f,f
33376,893710,1074304,141285754,f,f
33377,893753,274365,24385828,f,f
33378,893826,242948,19408757,f,f
33379,893837,23315,3591191,f,f
33380,893893,756391,217420274,f,f
33381,893896,2150728,224016631,f,f
33382,893909,977253,267529715,f,f
33383,893951,368451,55208219,f,f
33384,893981,354768,31593203,f,f
33385,894012,232605,2519951,f,f
33386,894017,959622,15336255,f,f
33387,894063,1658898,265285534,f,f
33388,894086,2051622,124120754,f,f
33389,894108,261883,42190429,f,f
33390,894129,23885,7253172,f,f
33391,894145,1832075,15637553,f,f
33392,894165,26072,14475088,f,f
33393,894166,544642,53063405,f,f
33394,894182,1885883,106986921,f,f
33395,894194,327464,87248147,f,f
33396,894341,1194760,326440443,f,f
33397,894361,907140,9961342,f,f
33398,894395,1014558,130429681,f,f
33399,894451,907251,15957627,f,f
33400,894483,1548542,377188534,f,f
33401,894516,492345,138401100,f,f
33402,894565,716853,195712486,f,f
33403,894577,3235323,52066728,f,f
33404,894643,4691366,119395139,f,f
33405,894712,140790,18474481,f,f
33406,894735,941786,49291787,f,f
33407,894775,1080928,38260750,f,f
33408,894784,2487326,2683965184,f,f
33409,894839,694962,17019792,f,f
33410,894848,2269238,37876428,f,f
33411,894892,705860,159983292,f,f
33412,894913,3606748,391338433,f,f
33413,895003,2212213,256412414,f,f
33414,895007,1510520,2332559352,f,f
33415,895065,4534080,48845661,f,f
33416,895091,314565,24887014,f,f
33417,895108,1712293,460180543,f,f
33418,895188,1195524,250905024,f,f
33419,895193,197628,14952546,f,f
33420,895239,445349,103206948,f,f
33421,895245,1429315,112018125,f,f
33422,895246,5331616,250697013,f,f
33423,895273,440820,49828986,f,f
33424,895277,45299,17188408,f,f
33425,895294,118016,17546583,f,f
33426,895315,5140664,1638491582,f,f
33427,895364,668763,302504878,f,f
33428,895378,1259291,190138839,f,f
33429,895453,986404,80576154,f,f
33430,895491,844900,333521398,f,f
33431,895512,162661,14887823,f,f
33432,895519,148458,8858172,f,f
33433,895524,474259,218703333,f,f
33434,895525,719504,9355572,f,f
33435,895563,42411,22938637,f,f
33436,895572,3654646,210444357,f,f
33437,895582,3453053,158149369,f,f
33438,895641,572804,301475216,f,f
33439,895642,2058925,160722200,f,f
33440,895646,1412484,279190516,f,f
33441,895695,3480376,72512207,f,f
33442,895714,724423,45674791,f,f
33443,895727,261803,42692315,f,f
33444,895744,1063865,17060883,f,f
33445,895755,619776,236507466,f,f
33446,895778,238577,14741315,f,f
33447,895825,836139,52274222,f,f
33448,895857,784324,1883168358,f,f
33449,895951,1114856,135412178,f,f
33450,896026,240147,20023478,f,f
33451,896136,833997,52136204,f,f
33452,896193,902992,311696372,f,f
33453,896214,49564,14286864,f,f
33454,896288,745727,53878406,f,f
33455,896410,621305,33862107,f,f
33456,896412,1007640,14797310,f,f
33457,896556,401187,809338,f,f
33458,896557,881075,373828903,f,f
33459,896571,713359,40444792,f,f
33460,896734,7506303,143797144,f,f
33461,896744,5736533,62806578,f,f
33462,896758,121127,19276649,f,f
33463,896774,1742359,375876980,f,f
33464,896844,10092,14478102,f,f
33465,896847,212540,18409723,f,f
33466,896849,5472296,19281485,f,f
33467,896849,607026,19281485,t,f
33468,896941,865686,114997009,f,f
33469,896963,51127,16874549,f,f
33470,897005,304638,17230856,f,f
33471,897111,1425703,78675693,f,f
33472,897113,2119108,43810685,f,f
33473,897190,53810,114568140,f,f
33474,897191,1558419,19132502,f,f
33475,897195,5565935,1085419038,f,f
33476,897244,732760,6455422,f,f
33477,897252,599962,63826439,f,f
33478,897282,720339,366557653,f,f
33479,897303,53972,1237502864,f,f
33480,897355,900126,85492589,f,f
33481,897360,1481741,84895784,f,f
33482,897370,600600,49224358,f,f
33483,897414,2134,48833,f,f
33484,897442,563418,10202362,f,f
33485,897480,881965,7516942,f,f
33486,897583,10541,14938467,f,f
33487,897614,6385854,16493988,f,f
33488,897674,1446026,51819960,f,f
33489,897861,432738,15093392,f,f
33490,897917,863542,15976844,f,f
33491,897961,955799,90243049,f,f
33492,898067,1005928,132405595,f,f
33493,898080,555948,733429656,f,f
33494,898105,555720,18082717,f,f
33495,898134,243272,128889632,f,f
33496,898247,1096112,405842906,f,f
33497,898263,915930,233303713,f,f
33498,898347,808954,450237531,f,f
33499,898393,4205462,16710451,f,f
33500,898399,875721,21891751,f,f
33501,898473,565038,317840867,f,f
33502,898580,7450378,2296857452,f,f
33503,898589,1233513,189830114,f,f
33504,898691,1942347,27218913,f,f
33505,898691,1942347,20911980,f,t
33506,898699,279875,28325059,f,f
33507,898743,1915800,49825946,f,f
33508,898792,266028,312604736,f,f
33509,898822,907246,562065237,f,f
33510,898875,539188,18705738,f,f
33511,898879,49832,14093619,f,f
33512,898906,22024,142984997,f,f
33513,898909,1123716,14308251,f,f
33514,898946,3604258,204846629,f,f
33515,898957,122027,16006220,f,f
33516,898999,647850,1572362713,f,f
33517,899015,727706,22900146,f,f
33518,899020,137356,757862,f,f
33519,899047,149730,187332237,f,f
33520,899077,202711,81083360,f,f
33521,899155,782356,138365514,f,f
33522,899255,1050523,595459476,f,f
33523,899273,737793,1075993284,f,f
33524,899314,925626,121774519,f,f
33525,899332,178641,20861947,f,f
33526,899344,401607,247900107,f,f
33527,899364,52011,14208622,f,f
33528,899389,199775,207637660,f,f
33529,899476,638758,20420439,f,f
33530,899543,1606284,120586183,f,f
33531,899552,6080,10255252,f,f
33532,899558,872318,287762391,f,f
33533,899562,205894,102478583,f,f
33534,899584,876661,34486720,f,f
33535,899684,901712,241319226,f,f
33536,899697,938206,183352889,f,f
33537,899747,612151,14863890,f,f
33538,899751,1072569,2291605780,f,f
33539,899777,164566,15512424,f,f
33540,899786,972792,29494702,f,f
33541,899792,749046,71525172,f,f
33542,899864,399679,27567551,f,f
33543,899898,965469,2152556454,f,f
33544,899905,219140,88922818,f,f
33545,899937,260702,100186697,f,f
33546,900007,1203995,266921029,f,f
33547,900034,1760420,172292894,f,f
33548,900097,248011,16922105,f,f
33549,900139,52948,20130841,f,f
33550,900231,986602,115994795,f,f
33551,900411,872004,25944972,f,f
33552,900450,995707,44122328,f,f
33553,900476,207870,17623301,f,f
33554,900539,945817,28751049,f,f
33555,900607,827658,304440266,f,f
33556,900669,3454441,528917877,f,f
33557,900680,125867,65301593,f,f
33558,900811,669433,39039927,f,f
33559,900853,1513136,46293659,f,f
33560,900887,1021552,12866252,f,f
33561,900971,304784,128402187,f,f
33562,900979,8499,14435754,f,f
33563,900987,520960,146131300,f,f
33564,900997,624973,16048634,f,f
33565,901013,1378896,68439660,f,f
33566,901021,1022041,11706492,f,f
33567,901057,873687,51353886,f,f
33568,901061,750699,245793299,f,f
33569,901067,566861,129010707,f,f
33570,901094,361017,9898802,f,f
33571,901175,804684,132971183,f,f
33572,901179,1218546,273358826,f,f
33573,901222,979567,12213512,f,f
33574,901250,321434,34387624,f,f
33575,901274,1524792,40829847,f,f
33576,901318,980673,380175200,f,f
33577,901326,1263049,171002552,f,f
33578,901343,1990,9444242,f,f
33579,901376,486614,17345215,f,f
33580,901378,623864,777411,f,f
33581,901379,1138587,15113547,f,f
33582,901430,905840,280036478,f,f
33583,901451,1558419,19132502,f,f
33584,901453,263843,16306571,f,f
33585,901469,1100352,101295574,f,f
33586,901526,95975,13981582,f,f
33587,901537,273548,22959320,f,f
33588,901607,905293,18888668,f,f
33589,901611,353626,17055991,f,f
33590,901649,292745,148846290,f,f
33591,901678,177794,2066761,f,f
33592,901680,634119,18042689,f,f
33593,901696,1232595,35165863,f,f
33594,901700,1006893,77504714,f,f
33595,901765,371115,58028767,f,f
33596,901775,1395111,79345235,f,f
33597,901776,1589388,337349437,f,f
33598,901790,499696,329756811,f,f
33599,901800,1523758,14292316,f,f
33600,901825,611096,16952301,f,f
33601,901828,450441,94706368,f,f
33602,901918,1088511,236276323,f,f
33603,901943,34281,13057,f,f
33604,901946,996117,354764686,f,f
33605,901950,608221,16928323,f,f
33606,901987,53511,16477314,f,f
33607,902058,449935,11043262,f,f
33608,902102,234241,95158495,f,f
33609,902207,472830,45206635,f,f
33610,902251,141267,2170361,f,f
33611,902295,579103,155832997,f,f
33612,902336,943909,5525782,f,f
33613,902410,176204,6316162,f,f
33614,902414,180382,65605177,f,f
33615,902483,979315,21640115,f,f
33616,902510,330556,230196707,f,f
33617,902551,858684,70930324,f,f
33618,902599,160042,22084774,f,f
33619,902644,1160848,103857814,f,f
33620,902682,1055913,281470452,f,f
33621,902697,1835413,1882668218,f,f
33622,902727,987902,420211547,f,f
33623,902784,1151937,180757176,f,f
33624,902810,187937,96623107,f,f
33625,902816,442337,19611362,f,f
33626,902872,1048009,158088087,f,f
33627,902895,400611,9903932,f,f
33628,902941,1053875,6630332,f,f
33629,902974,1028659,13827132,f,f
33630,903035,27903,160884092,f,f
33631,903102,40451,10780912,f,f
33632,903127,182858,7364252,f,f
33633,903162,263551,58461221,f,f
33634,903194,28860,10925272,f,f
33635,903224,980736,369448737,f,f
33636,903263,328843,41020109,f,f
33637,903268,589235,7892872,f,f
33638,903284,1129477,18409655,f,f
33639,903340,416154,329653467,f,f
33640,903352,991387,14874110,f,f
33641,903363,298427,318438215,f,f
33642,903414,1121144,1621016425,f,f
33643,903446,1175743,59679686,f,f
33644,903547,444235,19867589,f,f
33645,903566,1624804,130180466,f,f
33646,903616,764529,15094533,f,f
33647,903684,1974666,460849149,f,f
33648,903719,683,7171042,f,f
33649,903807,480131,206117515,f,f
33650,903829,1406778,198961600,f,f
33651,903877,1068543,64106834,f,f
33652,903883,2782348,43621019,f,f
33653,903904,593374,50352154,f,f
33654,904001,220305,46416342,f,f
33655,904032,755710,14944843,f,f
33656,904078,567387,85371706,f,f
33657,904084,65678,20824722,f,f
33658,904141,1569300,20531306,f,f
33659,904214,747741,48518771,f,f
33660,904215,108423,101143,f,f
33661,904228,15193,20696430,f,f
33662,904238,909218,54262638,f,f
33663,904269,1509309,118640791,f,f
33664,904315,1686474,71589877,f,f
33665,904346,3812727,1117797169,f,f
33666,904346,233,635793,t,f
33667,904389,222371,65071161,f,f
33668,904408,663694,19604203,f,f
33669,904524,4478521,86285827,f,f
33670,904601,2962788,232127369,f,f
33671,904716,1055783,16904855,f,f
33672,904754,144447,29822518,f,f
33673,904763,763469,6534512,f,f
33674,904794,170682,5656162,f,f
33675,904824,1434295,45437435,f,f
33676,904847,831617,22628439,f,f
33677,904874,1497120,140531494,f,f
33678,904879,444615,15134125,f,f
33679,904884,18383,14385987,f,f
33680,904966,180050,18293449,f,f
33681,905075,1062798,267401645,f,f
33682,905093,5918965,345765730,f,f
33683,905115,2182,13134232,f,f
33684,905128,124293,50245346,f,f
33685,905132,985195,243960832,f,f
33686,905178,1331828,41139526,f,f
33687,905214,382112,6181212,f,f
33688,905277,4728541,357682354,f,f
33689,905362,186652,18323557,f,f
33690,905412,30684,16695145,f,f
33691,905448,1708738,49888522,f,f
33692,905782,232708,133945513,f,f
33693,905800,1110690,339995137,f,f
33694,905801,2075626,248319870,f,f
33695,905817,1679857,289207255,f,f
33696,905878,707169,340263660,f,f
33697,905907,3284297,194229266,f,f
33698,906007,380468,254466111,f,f
33699,906041,1211476,16121683,f,f
33700,906051,1211476,16121683,f,f
33701,906122,696153,24827062,f,f
33702,906152,583864,99973385,f,f
33703,906159,324017,575593,f,f
33704,906162,808808,1680541,f,f
33705,906188,1543277,26130851,f,f
33706,906258,472969,871957040,f,f
33707,906261,542596,327038527,f,f
33708,906265,1052642,199796569,f,f
33709,906448,135548,3003627226,f,f
33710,906467,487468,18192840,f,f
33711,906491,5178184,122554782,f,f
33712,906491,236715,1866101766,t,f
33713,906528,89606,2544191492,f,f
33714,906548,2039375,81658145,f,f
33715,906550,410357,115703795,f,f
33716,906595,299199,15751788,f,f
33717,906619,651368,15906601,f,f
33718,906660,200374,104515303,f,f
33719,906669,275785,19413246,f,f
33720,906710,375201,15991431,f,f
33721,906787,504684,158414966,f,f
33722,906814,133596,83515599,f,f
33723,906821,15487,9105122,f,f
33724,906829,997613,393373077,f,f
33725,906877,163200,19067674,f,f
33726,906904,1027258,63964065,f,f
33727,906916,152088,34106114,f,f
33728,906932,1241155,285833362,f,f
33729,907125,74646,19006986,f,f
33730,907132,794023,75327542,f,f
33731,907133,224743,15076091,f,f
33732,907206,8656029,14788518,f,f
33733,907258,198371,115606201,f,f
33734,907341,932172,166509282,f,f
33735,907356,28885,67607635,f,f
33736,907375,870036,153124862,f,f
33737,907501,840115,180701492,f,f
33738,907513,807706,23289276,f,f
33739,907520,1306644,19525191,f,f
33740,907550,1353706,185296383,f,f
33741,907590,998377,72526830,f,f
33742,907599,714969,60264283,f,f
33743,907621,108638,27549704,f,f
33744,907647,961017,384395724,f,f
33745,907647,961017,6635782,f,t
33746,907720,176619,14462509,f,f
33747,907742,362878,63555589,f,f
33748,907744,1708559,140518260,f,f
33749,907803,3535022,388127962,f,f
33750,907809,869801,11726312,f,f
33751,907816,681312,602769012,f,f
33752,907871,1154377,21532884,f,f
33753,907877,168636,11417812,f,f
33754,907981,314331,134224628,f,f
33755,908002,877404,41292926,f,f
33756,908031,733921,10925472,f,f
33757,908048,2167564,106973508,f,f
33758,908094,672159,450519593,f,f
33759,908101,216877,14898780,f,f
33760,908153,981401,34028061,f,f
33761,908166,402910,1111475666,f,f
33762,908190,449065,108895004,f,f
33763,908203,680078,14515162,f,f
33764,908227,896628,329941055,f,f
33765,908255,1485805,309774697,f,f
33766,908292,1368464,41406007,f,f
33767,908322,238223,88671448,f,f
33768,908341,4538,14106454,f,f
33769,908396,66134,33788393,f,f
33770,908417,3183042,74855376,f,f
33771,908430,1961201,21540420,f,f
33772,908491,3194189,19692201,f,f
33773,908555,756974,14528356,f,f
33774,908571,52195,15979784,f,f
33775,908579,68680,14910730,f,f
33776,908593,103037,43715654,f,f
33777,908650,3681373,25812897,f,f
33778,908739,2380043,20118445,f,f
33779,908787,1786996,42379413,f,f
33780,908807,2561365,314313278,f,f
33781,908807,1691464,314313278,t,f
33782,908840,4496379,415227446,f,f
33783,908879,1434803,413464061,f,f
33784,908995,353533,23397665,f,f
33785,909060,936754,144960836,f,f
33786,909088,1449286,22822129,f,f
33787,909119,347807,24221464,f,f
33788,909128,1531330,353492162,f,f
33789,909136,842988,205159490,f,f
33790,909198,608645,124732674,f,f
33791,909276,3426685,56380947,f,f
33792,909310,685203,17614530,f,f
33793,909459,807783,27271165,f,f
33794,909594,387270,17036269,f,f
33795,909625,370260,15212897,f,f
33796,909651,965425,62915538,f,f
33797,909674,42331,70122587,f,f
33798,909694,2149312,386237198,f,f
33799,909761,4328,9478892,f,f
33800,909777,1021849,14094500,f,f
33801,909827,988794,29419030,f,f
33802,909859,766415,249657226,f,f
33803,909878,9386,624003,f,f
33804,909906,642737,61785966,f,f
33805,909907,1002775,186308610,f,f
33806,909918,2065503,14568884,f,f
33807,909968,1380241,328159705,f,f
33808,910004,270632,127724862,f,f
33809,910005,77228,14290576,f,f
33810,910076,551873,30344793,f,f
33811,910097,883826,13518852,f,f
33812,910178,7613342,219561103,f,f
33813,910201,7736471,1511322732,f,f
33814,910291,987361,37611027,f,f
33815,910294,493691,174919617,f,f
33816,910295,57906,14390244,f,f
33817,910345,1030938,2796282606,f,f
33818,910388,439,691943,f,f
33819,910401,508786,374380940,f,f
33820,910445,246227,11436,f,f
33821,910450,1590722,221067628,f,f
33822,910452,1232840,442944057,f,f
33823,910478,350409,87976830,f,f
33824,910524,1033075,14262148,f,f
33825,910564,959300,2697441684,f,f
33826,910599,645283,69573308,f,f
33827,910600,6103,14887356,f,f
33828,910627,947159,127841582,f,f
33829,910629,902478,37646209,f,f
33830,910700,352270,29251354,f,f
33831,910730,358223,134180698,f,f
33832,910743,865447,142417249,f,f
33833,910746,883328,2336671080,f,f
33834,910765,3513974,21211617,f,f
33835,910811,34305,17713078,f,f
33836,910821,1403215,29406026,f,f
33837,910844,1161431,467787846,f,f
33838,910931,995018,28614015,f,f
33839,911063,174825,3910571,f,f
33840,911071,324683,13189592,f,f
33841,911129,715561,77737002,f,f
33842,911169,5807773,121557100,f,f
33843,911190,1128705,312126391,f,f
33844,911228,1328800,817780826,f,f
33845,911240,347482,17426262,f,f
33846,911248,1535378,107348742,f,f
33847,911278,118005,16302083,f,f
33848,911287,758399,57052155,f,f
33849,911298,772570,60335483,f,f
33850,911306,1252032,22892858,f,f
33851,911321,63774,14052506,f,f
33852,911397,5734693,2266244773,f,f
33853,911407,1075694,60442599,f,f
33854,911451,939601,33040194,f,f
33855,911501,334695,14982245,f,f
33856,911520,22607,14710775,f,f
33857,911547,232188,14393120,f,f
33858,911711,79498,14214878,f,f
33859,911718,976058,15542938,f,f
33860,911824,1426000,14282300,f,f
33861,911838,168751,39016084,f,f
33862,911897,516216,1862291,f,f
33863,911918,4352037,157245256,f,f
33864,911937,1204151,395923185,f,f
33865,911963,1373803,78798270,f,f
33866,911993,549122,42209017,f,f
33867,912115,4737770,19061005,f,f
33868,912206,935577,356712190,f,f
33869,912225,907415,430610812,f,f
33870,912277,351074,2822431,f,f
33871,912327,288215,5740872,f,f
33872,912328,237266,175481346,f,f
33873,912334,793245,91987945,f,f
33874,912390,2662591,5544142,f,f
33875,912435,122878,17093038,f,f
33876,912478,1486264,4161591,f,f
33877,912512,565526,319580484,f,f
33878,912556,113282,15022764,f,f
33879,912563,598803,69650671,f,f
33880,912583,3900,10167892,f,f
33881,912643,399533,10195292,f,f
33882,912666,935577,356712190,f,f
33883,912677,527057,29193656,f,f
33884,912699,2227941,3462221,f,f
33885,912727,371250,14457433,f,f
33886,912794,346081,6682512,f,f
33887,912796,283839,432677561,f,f
33888,912835,62636,19786159,f,f
33889,912865,434672,16304927,f,f
33890,912880,763457,52943775,f,f
33891,912908,1467813,273626367,f,f
33892,912946,384997,168585683,f,f
33893,912967,393927,2451811,f,f
33894,913027,145597,8299032,f,f
33895,913031,1097338,14787008,f,f
33896,913052,4544152,32638787,f,f
33897,913053,766007,91145426,f,f
33898,913054,957528,29765369,f,f
33899,913064,3455989,275595813,f,f
33900,913070,879395,77484637,f,f
33901,913079,2189134,237998293,f,f
33902,913094,189420,12044302,f,f
33903,913166,1882111,31580671,f,f
33904,913261,1624255,248034344,f,f
33905,913268,4714320,65094656,f,f
33906,913279,686185,49573449,f,f
33907,913295,299221,6088672,f,f
33908,913317,1614273,307320016,f,f
33909,913363,1289759,81570116,f,f
33910,913392,948399,69201530,f,f
33911,913524,626664,253351757,f,f
33912,913630,6705073,466680758,f,f
33913,913686,1032913,89283128,f,f
33914,913700,3380219,154860758,f,f
33915,913707,708071,255159189,f,f
33916,913714,1006092,330969031,f,f
33917,913825,248879,13091252,f,f
33918,913898,213735,79192674,f,f
33919,913941,878731,661753,f,f
33920,914032,5594197,457002083,f,f
33921,914043,3845440,27257310,f,f
33922,914137,948576,33941337,f,f
33923,914143,1014018,74439664,f,f
33924,914155,421233,204017913,f,f
33925,914170,38645,7530612,f,f
33926,914172,246715,2352,f,f
33927,914213,2775341,146460121,f,f
33928,914390,658296,887402125,f,f
33929,914404,856354,476766383,f,f
33930,914407,103294,8113702,f,f
33931,914408,4435138,16837338,f,f
33932,914431,1944237,14357865,f,f
33933,914448,2717358,2320319090,f,f
33934,914465,85638,7886182,f,f
33935,914468,328294,32455556,f,f
33936,914512,6955100,176073289,f,f
33937,914583,995160,35763336,f,f
33938,914638,1818213,9166422,f,f
33939,914671,551596,31257729,f,f
33940,914705,948801,43528124,f,f
33941,914771,751894,30538670,f,f
33942,914774,132936,14417790,f,f
33943,914800,153355,44089842,f,f
33944,914809,901090,190368199,f,f
33945,914818,145913,8160982,f,f
33946,914833,887937,72354062,f,f
33947,914916,680556,16487628,f,f
33948,914922,961871,80138267,f,f
33949,914983,419095,11070732,f,f
33950,915007,1466268,876186355,f,f
33951,915039,256075,34245301,f,f
33952,915056,249209,17934912,f,f
33953,915061,928487,63992478,f,f
33954,915064,2717358,2320319090,f,f
33955,915082,776423,104785092,f,f
33956,915204,1505584,403501763,f,f
33957,915394,541669,1179856892,f,f
33958,915528,1281790,39415768,f,f
33959,915546,423093,230753245,f,f
33960,915572,1136332,62660714,f,f
33961,915579,283214,89382688,f,f
33962,915591,3247607,151880317,f,f
33963,915602,778807,268033330,f,f
33964,915609,1764721,127625016,f,f
33965,915636,1174968,26993879,f,f
33966,915647,666465,79334973,f,f
33967,915662,965182,9002852,f,f
33968,915718,666465,79334973,f,f
33969,915745,3695317,42215015,f,f
33970,915748,313846,251728632,f,f
33971,915763,1226180,383375208,f,f
33972,915781,220860,9813122,f,f
33973,915861,121294,60760057,f,f
33974,915914,446986,8565052,f,f
33975,915917,1000503,322974549,f,f
33976,915948,1049204,1343446141,f,f
33977,916063,1302677,21113017,f,f
33978,916126,74153,18344254,f,f
33979,916174,1654482,188703898,f,f
